#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.2000D+00   0.2000D+00
#    number density nb   [cm^-3]:   0.1000D+25   0.1000D+25
#    mass array mb         [amu]:   0.5486D-03   0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.1000D+01
#    mass   [amu]:   0.1007D+01
#    mass   [keV]:   0.9383D+06
#    energy [keV]:   0.1200D+05
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+25  0.2000D+00  0.2000D+00  0.6849D-01  0.6849D-01  0.3689D+00  0.2070D-01
# ab  =  0.3268E+02  0.6000E+05
# etab=  0.4561E-01  0.4561E-01
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
  2400   0.41142857E+04   0.3096918515937E-01   0.3241674298934E-04   0.3093676841639E-01
  2401   0.41160000E+04   0.3095918556132E-01   0.3240390992094E-04   0.3092678165140E-01
  2402   0.41177143E+04   0.3094919295573E-01   0.3239108725654E-04   0.3091680186847E-01
  2403   0.41194286E+04   0.3093920714898E-01   0.3237827498339E-04   0.3090682887400E-01
  2404   0.41211429E+04   0.3092922813428E-01   0.3236547308876E-04   0.3089686266119E-01
  2405   0.41228571E+04   0.3091925590484E-01   0.3235268155995E-04   0.3088690322328E-01
  2406   0.41245714E+04   0.3090929045389E-01   0.3233990038425E-04   0.3087695055350E-01
  2407   0.41262857E+04   0.3089933177466E-01   0.3232712954900E-04   0.3086700464511E-01
  2408   0.41280000E+04   0.3088937986039E-01   0.3231436904155E-04   0.3085706549134E-01
  2409   0.41297143E+04   0.3087943470433E-01   0.3230161884926E-04   0.3084713308548E-01
  2410   0.41314286E+04   0.3086949629974E-01   0.3228887895953E-04   0.3083720742078E-01
  2411   0.41331429E+04   0.3085956463989E-01   0.3227614935976E-04   0.3082728849053E-01
  2412   0.41348571E+04   0.3084963971805E-01   0.3226343003741E-04   0.3081737628801E-01
  2413   0.41365714E+04   0.3083972152750E-01   0.3225072097991E-04   0.3080747080652E-01
  2414   0.41382857E+04   0.3082981006154E-01   0.3223802217474E-04   0.3079757203936E-01
  2415   0.41400000E+04   0.3081990531346E-01   0.3222533360940E-04   0.3078767997985E-01
  2416   0.41417143E+04   0.3081000716013E-01   0.3221265527140E-04   0.3077779450486E-01
  2417   0.41434286E+04   0.3080011582759E-01   0.3219998714826E-04   0.3076791584044E-01
  2418   0.41451429E+04   0.3079023119289E-01   0.3218732922756E-04   0.3075804386366E-01
  2419   0.41468571E+04   0.3078035324935E-01   0.3217468149686E-04   0.3074817856785E-01
  2420   0.41485714E+04   0.3077048199032E-01   0.3216204394377E-04   0.3073831994638E-01
  2421   0.41502857E+04   0.3076061740914E-01   0.3214941655589E-04   0.3072846799259E-01
  2422   0.41520000E+04   0.3075075949918E-01   0.3213679932086E-04   0.3071862269986E-01
  2423   0.41537143E+04   0.3074090825379E-01   0.3212419222635E-04   0.3070878406157E-01
  2424   0.41554286E+04   0.3073106366636E-01   0.3211159526002E-04   0.3069895207110E-01
  2425   0.41571429E+04   0.3072122561406E-01   0.3209900840957E-04   0.3068912660565E-01
  2426   0.41588571E+04   0.3071139432252E-01   0.3208643166273E-04   0.3067930789085E-01
  2427   0.41605714E+04   0.3070156966910E-01   0.3207386500722E-04   0.3066949580409E-01
  2428   0.41622857E+04   0.3069175164721E-01   0.3206130843080E-04   0.3065969033878E-01
  2429   0.41640000E+04   0.3068194025026E-01   0.3204876192125E-04   0.3064989148834E-01
  2430   0.41657143E+04   0.3067213547167E-01   0.3203622546636E-04   0.3064009924621E-01
  2431   0.41674286E+04   0.3066233730488E-01   0.3202369905396E-04   0.3063031360583E-01
  2432   0.41691429E+04   0.3065254574332E-01   0.3201118267187E-04   0.3062053456065E-01
  2433   0.41708571E+04   0.3064276078045E-01   0.3199867630796E-04   0.3061076210414E-01
  2434   0.41725714E+04   0.3063298240970E-01   0.3198617995009E-04   0.3060099622975E-01
  2435   0.41742857E+04   0.3062321062455E-01   0.3197369358617E-04   0.3059123693097E-01
  2436   0.41760000E+04   0.3061344541848E-01   0.3196121720410E-04   0.3058148420127E-01
  2437   0.41777143E+04   0.3060368679998E-01   0.3194876582524E-04   0.3057173803415E-01
  2438   0.41794286E+04   0.3059393473242E-01   0.3193630931413E-04   0.3056199842311E-01
  2439   0.41811429E+04   0.3058418922440E-01   0.3192386274893E-04   0.3055226536165E-01
  2440   0.41828571E+04   0.3057445026940E-01   0.3191142611766E-04   0.3054253884329E-01
  2441   0.41845714E+04   0.3056471767561E-01   0.3189899940831E-04   0.3053281867620E-01
  2442   0.41862857E+04   0.3055499180696E-01   0.3188658260894E-04   0.3052310522436E-01
  2443   0.41880000E+04   0.3054527247191E-01   0.3187417570756E-04   0.3051339829620E-01
  2444   0.41897143E+04   0.3053555930563E-01   0.3186177869226E-04   0.3050369752693E-01
  2445   0.41914286E+04   0.3052585301928E-01   0.3184939155113E-04   0.3049400362773E-01
  2446   0.41931429E+04   0.3051615324715E-01   0.3183701427228E-04   0.3048431623288E-01
  2447   0.41948571E+04   0.3050645998279E-01   0.3182464684383E-04   0.3047463533595E-01
  2448   0.41965714E+04   0.3049677321978E-01   0.3181228925393E-04   0.3046496093052E-01
  2449   0.41982857E+04   0.3048709295168E-01   0.3179994149073E-04   0.3045529301019E-01
  2450   0.42000000E+04   0.3047741917207E-01   0.3178760354244E-04   0.3044563156853E-01
  2451   0.42017143E+04   0.3046775181793E-01   0.3177527539724E-04   0.3043597654254E-01
  2452   0.42034286E+04   0.3045809099611E-01   0.3176295704337E-04   0.3042632803906E-01
  2453   0.42051429E+04   0.3044843664357E-01   0.3175064846906E-04   0.3041668599510E-01
  2454   0.42068571E+04   0.3043878875394E-01   0.3173834966257E-04   0.3040705040428E-01
  2455   0.42085714E+04   0.3042914732084E-01   0.3172606061218E-04   0.3039742126023E-01
  2456   0.42102857E+04   0.3041951233790E-01   0.3171378130619E-04   0.3038779855660E-01
  2457   0.42120000E+04   0.3040988368330E-01   0.3170151173292E-04   0.3037818217157E-01
  2458   0.42137143E+04   0.3040026158144E-01   0.3168925188070E-04   0.3036857232956E-01
  2459   0.42154286E+04   0.3039064591068E-01   0.3167700173788E-04   0.3035896890894E-01
  2460   0.42171429E+04   0.3038103666467E-01   0.3166476129285E-04   0.3034937190337E-01
  2461   0.42188571E+04   0.3037143383708E-01   0.3165253053398E-04   0.3033978130655E-01
  2462   0.42205714E+04   0.3036183742160E-01   0.3164030944968E-04   0.3033019711215E-01
  2463   0.42222857E+04   0.3035224741190E-01   0.3162809802840E-04   0.3032061931387E-01
  2464   0.42240000E+04   0.3034266380168E-01   0.3161589625857E-04   0.3031104790542E-01
  2465   0.42257143E+04   0.3033308658463E-01   0.3160370412866E-04   0.3030148288050E-01
  2466   0.42274286E+04   0.3032351575447E-01   0.3159152162715E-04   0.3029192423285E-01
  2467   0.42291429E+04   0.3031395118959E-01   0.3157934874255E-04   0.3028237184084E-01
  2468   0.42308571E+04   0.3030439311420E-01   0.3156718546337E-04   0.3027282592873E-01
  2469   0.42325714E+04   0.3029484140686E-01   0.3155503177816E-04   0.3026328637508E-01
  2470   0.42342857E+04   0.3028529606131E-01   0.3154288767547E-04   0.3025375317364E-01
  2471   0.42360000E+04   0.3027575707131E-01   0.3153075314388E-04   0.3024422631817E-01
  2472   0.42377143E+04   0.3026622443060E-01   0.3151862817198E-04   0.3023470580243E-01
  2473   0.42394286E+04   0.3025669813294E-01   0.3150651274839E-04   0.3022519162019E-01
  2474   0.42411429E+04   0.3024717817211E-01   0.3149440686173E-04   0.3021568376524E-01
  2475   0.42428571E+04   0.3023766454187E-01   0.3148231050065E-04   0.3020618223137E-01
  2476   0.42445714E+04   0.3022815723602E-01   0.3147022365382E-04   0.3019668701237E-01
  2477   0.42462857E+04   0.3021865624835E-01   0.3145814630993E-04   0.3018719810204E-01
  2478   0.42480000E+04   0.3020916157266E-01   0.3144607845767E-04   0.3017771549420E-01
  2479   0.42497143E+04   0.3019967320275E-01   0.3143402008576E-04   0.3016823918266E-01
  2480   0.42514286E+04   0.3019019113244E-01   0.3142197118295E-04   0.3015876916125E-01
  2481   0.42531429E+04   0.3018071535555E-01   0.3140993173800E-04   0.3014930542381E-01
  2482   0.42548571E+04   0.3017124586591E-01   0.3139790173966E-04   0.3013984796417E-01
  2483   0.42565714E+04   0.3016178247351E-01   0.3138588117676E-04   0.3013039659233E-01
  2484   0.42582857E+04   0.3015232553965E-01   0.3137387003807E-04   0.3012095166961E-01
  2485   0.42600000E+04   0.3014287487458E-01   0.3136186831244E-04   0.3011151300626E-01
  2486   0.42617143E+04   0.3013343047215E-01   0.3134987598871E-04   0.3010208059616E-01
  2487   0.42634286E+04   0.3012399232624E-01   0.3133789305574E-04   0.3009265443319E-01
  2488   0.42651429E+04   0.3011456043072E-01   0.3132591950242E-04   0.3008323451122E-01
  2489   0.42668571E+04   0.3010513446052E-01   0.3131395531764E-04   0.3007382050520E-01
  2490   0.42685714E+04   0.3009571504826E-01   0.3130200049032E-04   0.3006441304777E-01
  2491   0.42702857E+04   0.3008630186806E-01   0.3129005500939E-04   0.3005501181305E-01
  2492   0.42720000E+04   0.3007689491383E-01   0.3127811886380E-04   0.3004561679497E-01
  2493   0.42737143E+04   0.3006749417948E-01   0.3126619204253E-04   0.3003622798744E-01
  2494   0.42754286E+04   0.3005809965892E-01   0.3125427453455E-04   0.3002684538439E-01
  2495   0.42771429E+04   0.3004871134610E-01   0.3124236632888E-04   0.3001746897977E-01
  2496   0.42788571E+04   0.3003932923493E-01   0.3123046741452E-04   0.3000809876752E-01
  2497   0.42805714E+04   0.3002995331937E-01   0.3121857778052E-04   0.2999873474159E-01
  2498   0.42822857E+04   0.3002058359337E-01   0.3120669741595E-04   0.2998937689595E-01
  2499   0.42840000E+04   0.3001122005087E-01   0.3119482630985E-04   0.2998002522456E-01
  2500   0.42857143E+04   0.3000186257125E-01   0.3118296445134E-04   0.2997067960679E-01
  2501   0.42874286E+04   0.2999251137753E-01   0.3117111182952E-04   0.2996134026570E-01
  2502   0.42891429E+04   0.2998316634924E-01   0.3115926843350E-04   0.2995200708080E-01
  2503   0.42908571E+04   0.2997382748036E-01   0.3114743425242E-04   0.2994268004611E-01
  2504   0.42925714E+04   0.2996449476490E-01   0.3113560927547E-04   0.2993335915562E-01
  2505   0.42942857E+04   0.2995516819685E-01   0.3112379349179E-04   0.2992404440336E-01
  2506   0.42960000E+04   0.2994584777022E-01   0.3111198689061E-04   0.2991473578333E-01
  2507   0.42977143E+04   0.2993653344403E-01   0.3110018946110E-04   0.2990543325457E-01
  2508   0.42994286E+04   0.2992722528230E-01   0.3108840119250E-04   0.2989613688111E-01
  2509   0.43011429E+04   0.2991792312977E-01   0.3107662207407E-04   0.2988684650770E-01
  2510   0.43028571E+04   0.2990862720892E-01   0.3106485209505E-04   0.2987756235682E-01
  2511   0.43045714E+04   0.2989933739964E-01   0.3105309124473E-04   0.2986828430839E-01
  2512   0.43062857E+04   0.2989005369599E-01   0.3104133951240E-04   0.2985901235647E-01
  2513   0.43080000E+04   0.2988077609202E-01   0.3102959688737E-04   0.2984974649514E-01
  2514   0.43097143E+04   0.2987150458182E-01   0.3101786335897E-04   0.2984048671846E-01
  2515   0.43114286E+04   0.2986223915945E-01   0.3100613891654E-04   0.2983123302053E-01
  2516   0.43131429E+04   0.2985297981899E-01   0.3099442354946E-04   0.2982198539544E-01
  2517   0.43148571E+04   0.2984372655454E-01   0.3098271724708E-04   0.2981274383729E-01
  2518   0.43165714E+04   0.2983447936018E-01   0.3097101999881E-04   0.2980350834018E-01
  2519   0.43182857E+04   0.2982523823003E-01   0.3095933179406E-04   0.2979427889824E-01
  2520   0.43200000E+04   0.2981600315820E-01   0.3094765262226E-04   0.2978505550557E-01
  2521   0.43217143E+04   0.2980677413879E-01   0.3093598247285E-04   0.2977583815632E-01
  2522   0.43234286E+04   0.2979755116595E-01   0.3092432133529E-04   0.2976662684461E-01
  2523   0.43251429E+04   0.2978833423379E-01   0.3091266919906E-04   0.2975742156459E-01
  2524   0.43268571E+04   0.2977912333647E-01   0.3090102605366E-04   0.2974822231041E-01
  2525   0.43285714E+04   0.2976991846812E-01   0.3088939188858E-04   0.2973902907623E-01
  2526   0.43302857E+04   0.2976071946416E-01   0.3087779028602E-04   0.2972984167388E-01
  2527   0.43320000E+04   0.2975152663591E-01   0.3086617396452E-04   0.2972066046195E-01
  2528   0.43337143E+04   0.2974233981912E-01   0.3085456659229E-04   0.2971148525253E-01
  2529   0.43354286E+04   0.2973315900796E-01   0.3084296815889E-04   0.2970231603980E-01
  2530   0.43371429E+04   0.2972398419662E-01   0.3083137865393E-04   0.2969315281797E-01
  2531   0.43388571E+04   0.2971481537929E-01   0.3081979806701E-04   0.2968399558122E-01
  2532   0.43405714E+04   0.2970565255016E-01   0.3080822638776E-04   0.2967484432377E-01
  2533   0.43422857E+04   0.2969649570344E-01   0.3079666360581E-04   0.2966569903984E-01
  2534   0.43440000E+04   0.2968734483334E-01   0.3078510971081E-04   0.2965655972363E-01
  2535   0.43457143E+04   0.2967819993407E-01   0.3077356469245E-04   0.2964742636938E-01
  2536   0.43474286E+04   0.2966906099987E-01   0.3076202854041E-04   0.2963829897133E-01
  2537   0.43491429E+04   0.2965992802496E-01   0.3075050124438E-04   0.2962917752372E-01
  2538   0.43508571E+04   0.2965080100358E-01   0.3073898279410E-04   0.2962006202079E-01
  2539   0.43525714E+04   0.2964167992998E-01   0.3072747317930E-04   0.2961095245680E-01
  2540   0.43542857E+04   0.2963256476365E-01   0.3071597238973E-04   0.2960184879126E-01
  2541   0.43560000E+04   0.2962345556837E-01   0.3070448041515E-04   0.2959275108796E-01
  2542   0.43577143E+04   0.2961435230366E-01   0.3069299724535E-04   0.2958365930641E-01
  2543   0.43594286E+04   0.2960525485017E-01   0.3068152287013E-04   0.2957457332730E-01
  2544   0.43611429E+04   0.2959616342925E-01   0.3067005727930E-04   0.2956549337197E-01
  2545   0.43628571E+04   0.2958707792173E-01   0.3065860046270E-04   0.2955641932127E-01
  2546   0.43645714E+04   0.2957799832191E-01   0.3064715241017E-04   0.2954735116950E-01
  2547   0.43662857E+04   0.2956892462408E-01   0.3063571311159E-04   0.2953828891097E-01
  2548   0.43680000E+04   0.2955985682256E-01   0.3062428255681E-04   0.2952923254001E-01
  2549   0.43697143E+04   0.2955079491167E-01   0.3061286073573E-04   0.2952018205093E-01
  2550   0.43714286E+04   0.2954173888572E-01   0.3060144763827E-04   0.2951113743808E-01
  2551   0.43731429E+04   0.2953268873904E-01   0.3059004325436E-04   0.2950209869579E-01
  2552   0.43748571E+04   0.2952364446598E-01   0.3057864757392E-04   0.2949306581840E-01
  2553   0.43765714E+04   0.2951460594748E-01   0.3056726058692E-04   0.2948403868689E-01
  2554   0.43782857E+04   0.2950557340453E-01   0.3055588228334E-04   0.2947501752224E-01
  2555   0.43800000E+04   0.2949654671824E-01   0.3054451265314E-04   0.2946600220558E-01
  2556   0.43817143E+04   0.2948752588297E-01   0.3053315168636E-04   0.2945699273129E-01
  2557   0.43834286E+04   0.2947851089311E-01   0.3052179937298E-04   0.2944798909373E-01
  2558   0.43851429E+04   0.2946950174302E-01   0.3051045570306E-04   0.2943899128731E-01
  2559   0.43868571E+04   0.2946049842708E-01   0.3049912066664E-04   0.2942999930642E-01
  2560   0.43885714E+04   0.2945150093970E-01   0.3048779425377E-04   0.2942101314545E-01
  2561   0.43902857E+04   0.2944250927527E-01   0.3047647645456E-04   0.2941203279882E-01
  2562   0.43920000E+04   0.2943352342820E-01   0.3046516725908E-04   0.2940305826094E-01
  2563   0.43937143E+04   0.2942454339288E-01   0.3045386665746E-04   0.2939408952623E-01
  2564   0.43954286E+04   0.2941556916376E-01   0.3044257463980E-04   0.2938512658912E-01
  2565   0.43971429E+04   0.2940660073524E-01   0.3043129119626E-04   0.2937616944405E-01
  2566   0.43988571E+04   0.2939763810177E-01   0.3042001631699E-04   0.2936721808545E-01
  2567   0.44005714E+04   0.2938868084150E-01   0.3040874999215E-04   0.2935827209151E-01
  2568   0.44022857E+04   0.2937972978252E-01   0.3039749221195E-04   0.2934933229030E-01
  2569   0.44040000E+04   0.2937078450191E-01   0.3038624296657E-04   0.2934039825894E-01
  2570   0.44057143E+04   0.2936184481336E-01   0.3037500224623E-04   0.2933146981111E-01
  2571   0.44074286E+04   0.2935291107265E-01   0.3036377004117E-04   0.2932254730261E-01
  2572   0.44091429E+04   0.2934398309372E-01   0.3035254634163E-04   0.2931363054738E-01
  2573   0.44108571E+04   0.2933506087105E-01   0.3034133113786E-04   0.2930471953991E-01
  2574   0.44125714E+04   0.2932614439911E-01   0.3033012442016E-04   0.2929581427469E-01
  2575   0.44142857E+04   0.2931723367241E-01   0.3031892617880E-04   0.2928691474623E-01
  2576   0.44160000E+04   0.2930832868544E-01   0.3030773640410E-04   0.2927802094904E-01
  2577   0.44177143E+04   0.2929942943271E-01   0.3029655508636E-04   0.2926913287762E-01
  2578   0.44194286E+04   0.2929053590873E-01   0.3028538221594E-04   0.2926025052651E-01
  2579   0.44211429E+04   0.2928164810802E-01   0.3027421778318E-04   0.2925137389024E-01
  2580   0.44228571E+04   0.2927276602511E-01   0.3026306177844E-04   0.2924250296333E-01
  2581   0.44245714E+04   0.2926388965452E-01   0.3025191419210E-04   0.2923363774033E-01
  2582   0.44262857E+04   0.2925501899081E-01   0.3024077501456E-04   0.2922477821579E-01
  2583   0.44280000E+04   0.2924615402851E-01   0.3022964423623E-04   0.2921592438427E-01
  2584   0.44297143E+04   0.2923729476217E-01   0.3021852184753E-04   0.2920707624033E-01
  2585   0.44314286E+04   0.2922844118637E-01   0.3020740783889E-04   0.2919823377853E-01
  2586   0.44331429E+04   0.2921959329565E-01   0.3019630220078E-04   0.2918939699345E-01
  2587   0.44348571E+04   0.2921075097204E-01   0.3018520492365E-04   0.2918056576712E-01
  2588   0.44365714E+04   0.2920191443509E-01   0.3017411599801E-04   0.2917174031909E-01
  2589   0.44382857E+04   0.2919308356697E-01   0.3016303541432E-04   0.2916292053156E-01
  2590   0.44400000E+04   0.2918425836227E-01   0.3015196316310E-04   0.2915410639911E-01
  2591   0.44417143E+04   0.2917543881559E-01   0.3014089923490E-04   0.2914529791636E-01
  2592   0.44434286E+04   0.2916662492154E-01   0.3012984362023E-04   0.2913649507792E-01
  2593   0.44451429E+04   0.2915781667472E-01   0.3011879630967E-04   0.2912769787841E-01
  2594   0.44468571E+04   0.2914901406976E-01   0.3010775729377E-04   0.2911890631247E-01
  2595   0.44485714E+04   0.2914021710128E-01   0.3009672656311E-04   0.2911012037471E-01
  2596   0.44502857E+04   0.2913142576391E-01   0.3008570410831E-04   0.2910134005980E-01
  2597   0.44520000E+04   0.2912263993996E-01   0.3007468991995E-04   0.2909256525004E-01
  2598   0.44537143E+04   0.2911385984859E-01   0.3006368398868E-04   0.2908379616460E-01
  2599   0.44554286E+04   0.2910508531728E-01   0.3005268630514E-04   0.2907503263097E-01
  2600   0.44571429E+04   0.2909631645065E-01   0.3004169685997E-04   0.2906627475379E-01
  2601   0.44588571E+04   0.2908755318839E-01   0.3003071564385E-04   0.2905752247274E-01
  2602   0.44605714E+04   0.2907879552516E-01   0.3001974264745E-04   0.2904877578251E-01
  2603   0.44622857E+04   0.2907004345564E-01   0.3000877786148E-04   0.2904003467778E-01
  2604   0.44640000E+04   0.2906129697452E-01   0.2999782127663E-04   0.2903129915325E-01
  2605   0.44657143E+04   0.2905255607648E-01   0.2998687288366E-04   0.2902256920360E-01
